Reaction,Pvalue,Padj,Reject,FC,Padj_bootstrap
R00357__mito,8.064893112148982e-55,8.879052036418594e-55,True,0.7866525969691286,
BMGR6213__cytop,0.0,0.0,True,-1.0,
EX_e_Biomass__dra,0.0,0.0,True,-0.6840167583490581,
T_INOSTtr__ermem,0.0,0.0,True,-0.7956219670619252,
R00066__chlo,0.0,0.0,True,-0.7757948074077395,
BMGR0611__chlo,0.0,0.0,True,-1.0,
BMGR7005__er,7.192960989805489e-34,7.602111158467177e-34,True,1.0,
BMGR6202__nucl,0.0,0.0,True,-1.0,
RXN_11878__er,0.0,0.0,True,-0.6787273933088097,
R02557__cytop,0.0,0.0,True,-1.0,
BMGR6375__er,0.0,0.0,True,-1.0,
BMGR3125__er,0.0,0.0,True,-1.0,
BMGR3276__lip,0.0,0.0,True,0.859296615708562,
DGHSS_170_205__er,0.0,0.0,True,-1.0,
BMGR6229__cytop,0.0,0.0,True,-1.0,
BMGR6206__nucl,0.0,0.0,True,-1.0,
BMGR7054__er,1.9103682412648477e-07,1.9341434262385441e-07,True,1.0,
R06947__chlo,0.0,0.0,True,-0.999813751895156,
R01135__cytop,0.0,0.0,True,0.9965308067090297,
R02999__cytop,0.0,0.0,True,-1.0,
MGDGS_161_140__chlo,0.0,0.0,True,-0.6906754102417371,
R00702__er,0.0,0.0,True,-0.6839306385786361,
BMGR0445__chlo,0.0,0.0,True,-0.6948335316915378,
e_DGDG__chlo,0.0,0.0,True,-0.685031470605562,
RXN0_7248__chlo,0.0,0.0,True,-0.8239940246067406,
R01384__cytop,0.0,0.0,True,-0.7004956796501788,
BMGR6219__nucl,0.0,0.0,True,-1.0,
R04428__mito,0.0,0.0,True,-0.7741406218736243,
BMGR7091__chlo,0.0,0.0,True,-1.0,
DGDGS_205_205__chlo,0.0,0.0,True,-0.7126106449017127,
R02649__mito,0.0,0.0,True,-0.8852201526076486,
R08772__mito,0.0,0.0,True,-1.0,
BMGR5652__er,0.0,0.0,True,1.0,
BMGR6226__cytop,0.0,0.0,True,-1.0,
R04559__cytop,0.0,0.0,True,-0.98425224351397,
R03231__mito,0.0,0.0,True,-1.0,
T_ABCFACOA160tx__permem,0.0,0.0,True,1.0,
BMGR1545__er,0.0,0.0,True,-0.7656017830609213,
R07484__er,0.0,0.0,True,-0.6909239827535583,
MGDGS_162_163__chlo,0.0,0.0,True,-0.6824615580023655,
