Reaction,Pvalue,Padj,Reject,FC,Padj_bootstrap
HEPACP__chlo,0.0,0.0,True,-0.7511849815254847,
BMGR6166__cytop,0.0,0.0,True,-1.0,
R00287__chlo,0.0,0.0,True,-0.9929921887181269,
RXN_21315__cytop,0.0,0.0,True,-0.6999534927913826,
RXN_14381__mito,0.0,0.0,True,-0.8942892626349801,
R02301__mito,0.0,0.0,True,-1.0,
T_FALDtx__permem,1e-323,1.5e-323,True,-1.0,
BMGR6173__er,0.0,0.0,True,-1.0,
R00239__cytop,0.0,0.0,True,0.9931375585900736,
R07396__chlo,0.0,0.0,True,-0.7023128757065998,
BMGR0546__er,0.0,0.0,True,-0.9539294706265822,
R08182__cytop,0.0,0.0,True,1.0,
BMGR6302__er,0.0,0.0,True,-1.0,
RXN_14389__mito,0.0,0.0,True,-0.8942892626349801,
BMGR6201__nucl,0.0,0.0,True,-1.0,
BMGR6163__chlo,0.0,0.0,True,-0.6890895297790048,
R10092__chlo,0.0,0.0,True,1.0331667734107852,
BMGR6396__chlo,0.0,0.0,True,-1.0,
BMGR6208__cytop,0.0,0.0,True,-1.0,
R03663__cytop,0.0,0.0,True,-0.6964147443769024,
T_PQtu__chlomem,0.0,0.0,True,-0.6949042914762359,
BMGR6278__chlo,0.0,0.0,True,-1.0,
BMGR6223__cytop,0.0,0.0,True,-1.0,
R12401__er,0.0,0.0,True,-0.7024367454911726,
T_S_Allantoin__mitmem,0.0,0.0,True,1.0,
BMGR4808__ermem,0.0012921023140605172,0.001302380400649635,True,2.9837156372248455,
R00342__cytop,0.0,0.0,True,-1.0,
T_ACACtm__mitmem,0.0,0.0,True,1.010575202046948,
SQDGS_183_182__chlo,0.012657224426456587,0.012738605975340763,True,-1.0,
T_MLTHFtm__mitmem,0.0,0.0,True,-0.783349892988128,
BMGR3355__chlo,0.0,0.0,True,-1.0,
BMGR6059__er,2.53375474278646e-207,3.7540764869458634e-207,True,1.0,
EX_C02350__dra,0.0,0.0,True,-1.0,
DGDGS_160_161__chlo,0.0,0.0,True,-0.9997805229359292,
RXN_14387__mito,0.0,0.0,True,-0.8942892626349801,
R03509__chlo,0.0,0.0,True,-0.69844279973929,
TR2900003tm__mitmem,0.0,0.0,True,1.0,
R10092__cytop,0.0,0.0,True,0.9776289967283247,
R04954__mito,0.0,0.0,True,-0.8942892626349801,
MGDGS_201_183__chlo,0.0,0.0,True,-1.0,
T_IPDPtr__ermem,0.0,0.0,True,-0.7091395621096106,
R12658__mito,0.0,0.0,True,-1.0,
R03200__er,0.0,0.0,True,-0.6972613504918873,
R04955__chlo,0.0,0.0,True,1.0,
R00996__mito,0.0,0.0,True,1.0,
EX_C00059__dra,0.0,0.0,True,-0.698742248889112,
BMGR5635__er,0.0,0.0,True,-1.0,
TR0000243th__chlomem,0.0,0.0,True,0.987722781375534,
R09077__cytop,0.0,0.0,True,-1.0,
R10124__mito,1e-323,1.5e-323,True,-1.0,
BMGR6383__er,0.0,0.0,True,-1.0,
R02999__cytop,0.0,0.0,True,-1.0,
BMGR6271__chlo,0.0,0.0,True,-0.7202836323967496,
R01324__mito,0.0,0.0,True,4.769469590619086,
T_PE205181__ermem,0.0,0.0,True,-1.0,
R01361__cytop,0.0,0.0,True,1.0,
BMGR6352__er,0.0,0.0,True,-1.0,
BMGR6213__nucl,0.0,0.0,True,-1.0,
R00710__cytop,0.0,0.0,True,-0.6999534927913826,
T_INOSTtr__ermem,0.0,0.0,True,-0.8244062186537663,
T_VALth__chlomem,0.0,0.0,True,-1.0644807125851778,
BMGR0457__chlo,0.0,0.0,True,-1.0,
BMGR6154__chlo,0.0,0.0,True,-0.6948069991401365,
BMGR7093__chlo,0.0,0.0,True,-1.0,
BMGR5636__er,0.0,0.0,True,1.0,
R09725__mito,1e-323,1.5e-323,True,-1.0,
MGDGS_182_163__chlo,0.0,0.0,True,-1.0,
R00945__cytop,0.0,0.0,True,-0.7831160710377145,
R09737__mito,0.0,0.0,True,-1.0,
BMGR6271__er,0.0,0.0,True,-0.685626036451661,
R00569__cytop,0.0,0.0,True,-1.0,
BMGR6174__er,0.0,0.0,True,-0.6983317747141693,
R06982__cytop,0.0,0.0,True,-0.7862181405813621,
R00904__cytop,0.0,0.0,True,-1.0,
CEF__chlo,0.0,0.0,True,-1.0,
TI3000142th__chlomem,0.0,0.0,True,-1.0,
T__alltn__Rtm__mitmem,0.0,0.0,True,1.0,
BMGR6685__chlo,0.0,0.0,True,-0.7158181146357031,
BMGR0002__er,0.0,0.0,True,0.9929367549415931,
BMGR1283__er,0.0,0.0,True,-1.0,
R02018__cytop,0.0,0.0,True,-1.0,
R01281__er,0.0,0.0,True,-0.9125679813355833,
R02101__cytop,0.0,0.0,True,-0.7860825293601728,
BMGR6225__cytop,0.0,0.0,True,-1.0,
RXN_14391__mito,0.0,0.0,True,-0.8942892626349801,
T_PC163163tr__ermem,1e-323,1.5e-323,True,-1.0,
R07483__er,0.0,0.0,True,-0.7040299284936307,
BMGR0131__chlo,0.0,0.0,True,-0.6767082634298279,
RXN_13031__mito,0.0,0.0,True,-0.8942892626349801,
DGHSS_205_205__er,0.0,0.0,True,-0.6903617349031994,
R08771__mito,0.0,0.0,True,-1.0,
BMGR5668__er,0.0,0.0,True,-1.0,
BMGR1064__er,0.0,0.0,True,0.9864688254597797,
T_H2O2th__chlomem,2.7606663093755426e-171,3.945291648361073e-171,True,0.7166931172338918,
e_MGDG__chlo,0.0,0.0,True,-0.6985006574741344,
EX_C00177__dra,0.0,0.0,True,-1.0,
BMGR3317__lip,0.0,0.0,True,0.9995675983335983,
BMGR5656__er,0.0,0.0,True,-1.0,
R03181__cytop,0.0,0.0,True,1.0,
R01301__mito,0.0,0.0,True,-1.0,
BMGR6209__nucl,0.0,0.0,True,-1.0,
e_PC__cytop,0.0,0.0,True,-0.6986285655400237,
BMGR6206__cytop,0.0,0.0,True,-1.0,
