Reaction,Pvalue,Padj,Reject,FC,Padj_bootstrap
R00066__chlo,0.0,0.0,True,-0.714465193307064,
BMGR0611__chlo,0.0,0.0,True,-1.0,
BMGR6375__er,0.0,0.0,True,-1.0,
BMGR3125__er,0.0,0.0,True,-1.0,
BMGR3276__lip,0.0,0.0,True,0.9582359082240749,
DGHSS_170_205__er,0.0,0.0,True,-1.0,
R06947__chlo,0.0,0.0,True,-0.9987115480022779,
R01135__cytop,0.0,0.0,True,0.982468854942435,
R02999__cytop,0.0,0.0,True,-1.0,
T_PC161183tr__ermem,2.3417957249669973e-24,2.5182086968625907e-24,True,-2.013794767677611,
T_ABCFA183yth__chlomem,0.0,0.0,True,1.0,
R04428__mito,0.0,0.0,True,1.0,
BMGR7091__chlo,0.0,0.0,True,-1.0,
R08772__mito,0.0,0.0,True,-1.0,
BMGR5652__er,0.0,0.0,True,1.0,
BMGR6002__nucl,0.0,0.0,True,-1.0,
R01090__chlo,0.0,0.0,True,1.0,
BMGR4803__ermem,0.0,0.0,True,0.980796424910805,
BMGR0211__chlo,0.0,0.0,True,-1.0,
R00996__chlo,0.0,0.0,True,-0.7668443128585756,
BMGR1545__er,0.0,0.0,True,-0.6853246357260994,
BMGR5903__er,0.0,0.0,True,1.0,
BMGR0086__er,0.0,0.0,True,1.0,
DGDGS_163_163__chlo,0.0,0.0,True,-1.0,
R01138__mito,0.0069327102806515,0.006958198186095072,True,1.0,
BMGR3355__chlo,0.0,0.0,True,-1.0,
SQDGS_183_160__chlo,0.0,0.0,True,-0.679748923155754,
R07263__pero,0.0,0.0,True,-1.0,
R11308__cytop,0.0,0.0,True,1.0,
R03458__chlo,0.0,0.0,True,-0.714465193307064,
BMGR5942__er,0.0,0.0,True,1.0,
RXN_14386__chlo,0.0,0.0,True,-0.6888961784484173,
BMGR3608__er,0.0,0.0,True,-0.6955506515150126,
R02024__cytop,0.0,0.0,True,1.0,
RXN_16380__pero,0.0,0.0,True,1.0,
