Reaction	Pvalue	Padj	Reject	FC
R01195__chlo	1.98022813485775e-76	2.3537155477191526e-76	True	-0.0007494013427889627
R00357__mito	3.232028427783549e-102	4.142089734795603e-102	True	-0.13827178640230423
R04957__cytop	0.0	0.0	True	-0.17543677919477554
R04966__chlo	1.8136507629000206e-197	2.6358708853711207e-197	True	0.10694319826910498
BMGR3294__lip	3.4527100661515062e-118	4.587023823619899e-118	True	-0.1744728379718077
EX_e_Biomass__dra	0.0	0.0	True	0.211901383500239
R04439__chlo	0.0	0.0	True	1.0
BMGR1230__ermem	4.907348479888173e-152	6.865942338717672e-152	True	-0.2278891534915909
T_Pitr__ermem	0.0	0.0	True	-0.1150586398952956
TO3001162t__plas	2.369126240761232e-125	3.187656474795526e-125	True	-0.22033474382779822
T_Sulfite__chlomem	0.0	0.0	True	0.21225519581505375
ETBCAROPSI__chlo	0.0	0.0	True	0.040584371646331135
T_INOSTtr__ermem	0.0	0.0	True	0.20849317763444472
R00066__chlo	0.0	0.0	True	0.21639703199124208
BMGR0611__chlo	1.0	1.0	False	0.0
R08210__chlo	1e-323	1.5e-323	True	-0.07058142660638358
TI3000022t__plas	0.0	0.0	True	-0.7990385132542858
BMGR4785__ermem	4.4836467994952966e-265	6.896958776414184e-265	True	0.1768839403697718
R12170__er	0.0	0.0	True	0.20927211185946146
TR0000020tm__mitmem	0.10027104449847714	0.10174291304157405	False	-0.0068867711840371664
RXN_11878__er	0.0	0.0	True	0.21744566737410145
PKS_C184__cytop	0.0	0.0	True	0.5608351940887067
BMGR6375__er	0.0	0.0	True	0.2508338892595061
BMGR3125__er	1.0	1.0	False	0.0
R00570__mito	2.653963173299173e-274	4.1052912862501894e-274	True	-0.2467046163572253
BMGR3276__lip	3.683301179952173e-89	4.574655929283664e-89	True	0.013068048359395996
T_PC160161tg__golmem	7.612065077083311e-41	8.197608544551258e-41	True	-0.14014133984079302
DGHSS_170_205__er	1.0	1.0	False	0.0
R01220__mito	2.3764687169088517e-181	3.402426408933579e-181	True	-0.22221137218178716
T_CTPtr__ermem	0.0	0.0	True	0.2111153735160937
R06947__chlo	1.0853712755898785e-38	1.1654569231091317e-38	True	-0.14848773918257646
R01135__cytop	0.0	0.0	True	0.972360968291845
R02999__cytop	1e-323	1.5e-323	True	0.16972745350333385
MGDGS_161_140__chlo	0.0	0.0	True	0.1629935453858232
R00702__er	0.0	0.0	True	0.21241857614699078
BMGR0445__chlo	0.0	0.0	True	0.2214881318057547
e_DGDG__chlo	0.0	0.0	True	0.2104079957534853
R08163__cytop	0.0	0.0	True	0.28312947252495424
R03084__chlo	0.0	0.0	True	0.21220062014524732
RXN0_7248__chlo	0.0	0.0	True	0.7293090430095314
R01384__cytop	0.0	0.0	True	0.23432662339666105
PKS_C123__cytop	0.0	0.0	True	0.2907290403171786
T_PC161183tr__ermem	2.183702686370483e-58	2.445747008734941e-58	True	-0.6812123828171763
R00158__cytop	5.767683257695833e-223	8.556750748506494e-223	True	-0.16217168423949932
T_PE160160tg__golmem	5.502127070572168e-110	7.159238282415079e-110	True	-0.18197025211636475
R04428__mito	0.0	0.0	True	1.0
BMGR7091__chlo	0.0	0.0	True	0.3205242481265063
BMGR6334__er	0.0	0.0	True	0.276140949767902
DGDGS_205_205__chlo	0.0	0.0	True	0.21350632540172101
BMGR0036__er	0.0	0.0	True	-0.3390002328622977
R08772__mito	0.0	0.0	True	0.3333333333333333
BMGR6002__nucl	4.119179476472869e-63	4.6654505898402385e-63	True	-0.1725131848725233
R01090__chlo	6.834322800284067e-151	9.525848792834502e-151	True	0.09548729536416113
BMGR4803__ermem	0.0	0.0	True	0.44168266957362334
BMGR0211__chlo	1.0	1.0	False	0.0
R00996__chlo	0.0	0.0	True	0.0762385927854485
R04559__cytop	0.0	0.0	True	0.2127832235452502
R00188__cytop	3.935728004769394e-46	4.280152579424729e-46	True	-0.08429628460752536
T_10FTHFtm__mitmem	2.3764687169088517e-181	3.402426408933579e-181	True	-0.22221137218178716
BMGR1545__er	7.086104486856234e-84	8.617077034043974e-84	True	-0.1324165772628407
