Reaction,Pvalue,Padj,Reject,FC,Padj_bootstrap
TI3000022t__plas,0.0,0.0,True,-0.7885512968662608,
BMGR3276__lip,0.0,0.0,True,0.7744776243432525,
R01135__cytop,0.0,0.0,True,0.9964398194840033,
BMGR5652__er,0.0,0.0,True,1.0,
R01786__cytop,0.0,0.0,True,1.0,
R01456__er,0.0,0.0,True,1.0,
BMGR5636__er,0.0,0.0,True,-1.0,
EX_C00080__dra,0.0,0.0,True,7.975411117460344,
R00922__mito,0.0,0.0,True,1.0,
BMGR4872__chlomem,0.0,0.0,True,-2.361108284513964,
BMGR0477__chlo,0.0025704904555854183,0.00273150338627257,True,-1.0,
BMGR5638__er,0.0,0.0,True,-1.0,
BMGR1295__er,0.0,0.0,True,-0.7268535716626969,
BMGR7076__er,0.0,0.0,True,1.0,
R00878__cytop,0.0,0.0,True,1.0,
T_NGLCNACPItr__ermem,0.0,0.0,True,-1.0,
R02297__cytop,0.0,0.0,True,0.8023747921973446,
BMGR4922__chlomem,1.0148940890876293e-196,2.2330785521214376e-196,True,-0.9506113145700906,
BMGR4169__chlo,0.0,0.0,True,-1.0,
T_PI160160tn__nucmem,5.064516971713009e-17,6.585020479773785e-17,True,1.0124416791900053,
BMGR0042__er,0.0,0.0,True,1.0,
R00704__cytop,0.0,0.0,True,-2.4340128969810437,
BMGR6498__er,0.0,0.0,True,1.0,
T_4MTOBth__chlomem,0.0,0.0,True,1.0,
R01231__cytop,0.0,0.0,True,-0.8773636389209261,
TO3000358tr__ermem,0.0,0.0,True,0.9983092346660961,
BMGR4901__chlomem,0.0,0.0,True,1.0907935254089278,
R02869__cytop,0.0,0.0,True,-1.0,
BMGR0056__er,0.0,0.0,True,1.0,
BMGR0170__chlo,0.0,0.0,True,0.998339836687509,
BMGR0167__chlo,0.0,0.0,True,0.9967600432617827,
R02294__cytop,0.0,0.0,True,-1.0,
BMGR6381__chlo,0.0,0.0,True,-1.0,
BMGR5784__chlo,0.0,0.0,True,-1.0,
DM_C00404__vacu,0.0,0.0,True,-1.0,
T_CoA_ADP__mitmem,0.0,0.0,True,1.0,
T_PE161161tr__ermem,5.780879599143655e-16,7.428857826420824e-16,True,-8.14513161832901,
T_RIBFLVth__chlomem,0.0,0.0,True,-1.0002277415503884,
T_PC160182tr__ermem,2.7626772334059274e-32,4.222065899879954e-32,True,-1.6424155961819298,
