Reaction,Pvalue,Padj,Reject,FC,Padj_bootstrap
BMGR6213__cytop,0.0,0.0,True,-1.0,
EX_e_Biomass__dra,0.0,0.0,True,-0.6906588172392863,
T_INOSTtr__ermem,0.0,0.0,True,-0.8256763485296345,
R00066__chlo,0.0,0.0,True,-0.7809539455670554,
BMGR0611__chlo,0.0,0.0,True,-1.0,
BMGR7005__er,0.0,0.0,True,1.0,
BMGR6202__nucl,0.0,0.0,True,-1.0,
RXN_11878__er,0.0,0.0,True,-0.6854095181597357,
BMGR6026__cytop,0.0,0.0,True,1.0,
R02557__cytop,0.0,0.0,True,-1.0,
BMGR6375__er,0.0,0.0,True,-1.0,
BMGR3125__er,0.0,0.0,True,-1.0,
DGHSS_170_205__er,0.0,0.0,True,-1.0,
BMGR6229__cytop,0.0,0.0,True,-1.0,
BMGR6206__nucl,0.0,0.0,True,-1.0,
BMGR7054__er,0.0,0.0,True,1.0,
R06947__chlo,0.0,0.0,True,-0.9998491096175436,
R01135__cytop,0.0,0.0,True,0.9944544715096942,
R02999__cytop,0.0,0.0,True,-1.0,
MGDGS_161_140__chlo,0.0,0.0,True,-0.6972220119597304,
R00702__er,0.0,0.0,True,-0.6905437919216457,
BMGR0445__chlo,0.0,0.0,True,-0.7012740661080492,
e_DGDG__chlo,0.0,0.0,True,-0.691650054789217,
RXN0_7248__chlo,0.0,0.0,True,-0.8134102982880788,
R01384__cytop,0.0,0.0,True,-0.6816655259681347,
PKS_C123__cytop,0.0,0.0,True,-0.90174618250895,
BMGR6219__nucl,0.0,0.0,True,-1.0,
R04428__mito,0.0,0.0,True,-0.7296788800663286,
BMGR7091__chlo,0.0,0.0,True,-1.0,
BMGR6177__cytop,0.0,0.0,True,1.0,
DGDGS_205_205__chlo,0.0,0.0,True,-0.7196445092377133,
R02649__mito,0.0,0.0,True,-0.887052959061147,
R08772__mito,0.0,0.0,True,-1.0,
BMGR6226__cytop,0.0,0.0,True,-1.0,
BMGR0211__chlo,0.0,0.0,True,0.7124706423743129,
